Name,Prompt URL,Description,Prompt Tags,Type,Created time
Create Vision and Goals,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_vision_and_goals.md,"Develop a comprehensive vision for 2025, including ideal personal and professional scenarios, values, challenges, and goals. Create a strategic master plan with steps, resources, and adjustments to achieve targeted outcomes.","Goal Setting, Personal Growth, Strategic Planning",text,"January 6, 2025 8:01 AM"
Strategic Plan for NGO,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/strategic_plan_for_ngo.md,"Create a comprehensive strategic plan for an NGO over 5 years, focusing on organizational restructuring, rebranding, goal setting, resource planning, and evaluation systems. Include strategies for internal communication and partnerships as well as financial planning and risk management.","Leadership, Nonprofit, Strategic Planning",text,"January 6, 2025 8:01 AM"
Dream Life Exploration,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/dream_life_exploration.md,"Create a detailed and imaginative response about your ideal dream life, covering lifestyle, career, living environment, relationships, hobbies, finances, health, and travel.","Personal Finance, Self-Improvement, Travel",text,"January 6, 2025 8:01 AM"
Marketing Insights eBook Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/marketing_insights_ebook_outline.md,"Create an outline for an eBook that utilizes marketing insights from David Ogilvy, with a focus on storytelling and actionable advice. Incorporate innovative strategies that are well-organized and coherent, enhancing clarity through appropriate headings.","Books, Marketing, Outline",text,"January 6, 2025 8:01 AM"
Identify Cybersecurity Controls,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/identify_cybersecurity_controls.md,"Create a prompt to assist in identifying appropriate controls for risk mitigation in Cyber Security by utilizing established frameworks like ISO 27001, NIST, CAF, and CIS. The goal is to list relevant controls for each identified risk, ensuring wide applicability across various risks encountered.","Cybersecurity, Frameworks, Risk Analysis",text,"January 6, 2025 8:01 AM"
Designing Sales Funnels.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Designing%20Sales%20Funnels,"Create a detailed, step-by-step guide on designing sales funnels and offering these services to local companies. The guide should cover the sales funnel concept, designing steps, marketing strategies for clients, and relationship maintenance.","Marketing, Sales, Small Business",text,"January 6, 2025 8:01 AM"
Create Cyber Summary,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_cyber_summary.md,"Create a comprehensive guide for launching a cybersecurity website and content creation strategy aimed at entry-level cybersecurity analysts and educating parents about cybersecurity, including website development, content strategy, professional development, and parent education.","Content Creation, Cybersecurity, LinkedIn",text,"January 6, 2025 8:01 AM"
Reflecting For Better Decisions,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/reflecting_for_better_decisions.md,"Reflect on your 2024 experiences to derive insights for improved decision-making in 2025 by examining achievements, challenges, learnings, resource management, goal alignment, personal development, feedback adaptation, and future planning strategies.","Future Planning, Personal Development, Self-Improvement",text,"January 6, 2025 8:01 AM"
Create LGBTQ Romance Series.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_lgbtq_romance_series,"Create a series of immersive LGBTQ romance/erotic fiction books, including unique characters, captivating plots, and thematic depth. Collaborate interactively to refine writing style and structure while drawing inspiration from established authors.","Books, Story Writing, Writing",text,"January 6, 2025 8:01 AM"
Write Video Script TikTok Motivation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_video_script_tiktok_motivation.md,"Create a 30-second motivational TikTok script emulating Tony Robbins and Alex Hormozi's styles, focusing on empowerment and personal growth. The script should engage audiences with a clear structure and a call to action.","Motivation, TikTok, Video Script",text,"January 6, 2025 8:01 AM"
Build Custom College List,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/build_custom_college_list.md,"Develop a detailed guide for high school students to create a personalized college list based on academic abilities, interests, financial situation, location preferences, extracurricular opportunities, campus culture, and application requirements. Encourage the student to periodically revise the list for accuracy and alignment with their goals.","Career Advice, Education, Students",text,"January 6, 2025 8:01 AM"
Prioritize Goals,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/prioritize_goals.md,"Prioritize important goals for 2025 by identifying evaluation criteria, ranking strategies, setting realistic timelines, and maintaining motivation throughout the year. Expected to ask clarifying questions to ensure a thorough approach.","Goal Setting, Motivation, Self-Improvement",text,"January 6, 2025 8:01 AM"
Motivation for Cybersecurity Job Seekers,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/motivation_for_cybersecurity_job_seekers.md,"Create motivational posts to support individuals pursuing careers as cybersecurity and SOC analysts during their job search, emphasizing persistence, skill development, and community networking.","Career Advice, Cybersecurity, Motivation",text,"January 6, 2025 8:01 AM"
Create Investment Plan.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Investment%20Plan.md,"Create an investment plan for a diversified portfolio that incorporates dividend stocks, Fidelity investments, and high-yield savings accounts. Outline the recommended allocations, stock selection criteria, and the benefits of diversification.","Investment, Personal Finance, Stocks",text,"January 6, 2025 8:01 AM"
Rise With SAP Overview.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Rise%20With%20SAP%20Overview.md,"Overview of SAP's RISE with SAP, its components and benefits, followed by the value of certification for professionals and available options including paths for beginners. Tips for preparing for certification exams, resources for studying, and industry trends related to SAP are also discussed.","Career Advice, Courses, Technology",text,"January 6, 2025 8:01 AM"
Create Cybersecurity Resumes,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_cybersecurity_resumes.md,"Create resumes for Cybersecurity Analysts and SOC Analysts, emphasizing essential skills, relevant experience, and certifications to impress recruiters. Ensure the resume layout is modern, visually appealing, and optimized for Applicant Tracking Systems (ATS).","Career Advice, Job Search, Resume",text,"January 6, 2025 8:01 AM"
Excel Guide for Business Managers,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/excel_guide_for_business_managers.md,"Create a guide on using Microsoft Excel for business managers focusing on intermediate-level skills for report creation and management, covering key features, practical applications, efficiency tips, and resources for continued learning.","Courses, Data, Excel",text,"January 6, 2025 8:01 AM"
